id,organizationStatus,name,alternateName,description,email,website,taxStatus
10987,active,Texas Department of Public Safety (DPS),,"Issues drivers' licenses, driving permits and state identification cards. Provides driving record and accident report information, auto theft prevention program, and stranded/disabled motorist helpline for the State of Texas. Provides information on vehicle safety, issues missing persons alerts, and maintains crime statistics reports.",,https://www.dps.texas.gov/,"[""Government - State""]"
10988,active,Texas Department of Savings and Mortgage Lending (TDSML),,"Regulates mortgage lenders and supervises the licensing/registration and regulation of mortgage-related industries, and assists consumers with mortgage loan issues.",,http://www.sml.texas.gov/,"[""Government - State""]"
10989,active,Texas Department of State Health Services,Specialized Health and Social Services,,,,"[""Government - State""]"
10990,active,Texas Department of State Health Services (DSHS),TDH; Department of Health; Texas Department of Health,Provides and oversees state-run health services and programs for individuals living in Texas. Improves health through prevention and population health strategies. Enhances public health response to disasters and disease outbreaks. Reduces health problems through public health consumer protection. Expands the effective use of health information.,,https://dshs.texas.gov/,"[""Government - State""]"
10991,active,Texas Department of State Health Services (DSHS) - Health Service Region 2/3,,"The mission of DSHS Health Service Regions 2/3 is to protect and promote the health of the people in Regions 2/3 by conducting activities that address the public health issues facing all Texans, including preventive and treatment services which cover the spectrum of health needs of the population as a whole.  DSHS Regions 2/3 serves the public health needs of the counties without health departments as well as acting as a primary resource for existing local health agencies.",,https://www.dshs.state.tx.us,"[""Government - State""]"
10992,active,Texas Department of State Health Services (DSHS) - Health Service Region 4/5 North,DSHS,"Promotes and protects the health of East Texans by providing proactive leadership, insuring quality services, and supporting community initiatives.",,http://www.dshs.state.tx.us/region4-5,"[""Government - State""]"
10994,active,Texas Department of State Health Services (DSHS) - Health Service Region 7,"Texas Department of Health former name,THSteps",Serves as the administrative office for the Region 7 state public health division.,,https://www.dshs.state.tx.us/region7/default.shtm,"[""Government - State""]"
10995,active,Texas Department of State Health Services (DSHS) - Health Service Region 8/11,,Serves as the pivotal agency for the prevention of disease and the promotion of health in the State of Texas.,,http://www.dshs.state.tx.us,"[""Government""]"
10996,active,Texas Department of State Health Services (DSHS) - Health Service Region 9/10,"TDH, DSHS",Oversees comprehensive health programs have been developed to serve the health needs of the residents of the region.,ana.schmidt@dshs.state.tx.us,http://www.dshs.state.tx.us/region9-10/default.shtm,"[""Government - State""]"
10999,active,Texas Department of Transportation (TxDOT),,"Acts as the government entity that oversees highway, aviation, rail, and public transportation systems in Texas.",,http://www.txdot.gov/,"[""Government""]"
11005,active,Texas Disposal Systems (TDS),,Provides waste disposal and recycling services in Central Texas.,,https://www.texasdisposal.com,"[""Commercial""]"
11008,active,Texas Education Agency (TEA),,"Oversees primary and secondary public education. Provides leadership, guidance and resources to help schools meet the educational needs of all students.",,http://tea.texas.gov/,"[""Government - State""]"
11009,active,Texas Education for Homeless Children and Youth (TEHCY),Texas Homeless Education Office (THEO); Education for Homeless Children and Youth (EHCY),"Works to ensure that all Texas children in homeless situations have the opportunity to enroll in, attend, and succeed in school.",,https://www.theotx.org/,"[""Government - State""]"
11010,active,Texas EquuSearch (TXEQ),,"Conducts volunteer horse mounted search and recovery for lost and missing persons statewide, nationally, and internationally. Provides searches including the use of ground searchers, side scan sonar, ground penetrating radar, boats, aircrafts, drones, and ATVs.",,https://www.texasequusearch.org,"[""Nonprofit - Incorporated""]"
11011,active,"Texas Excavation Safety System, Inc.",,Prevents damage to underground utility infrastructure by providing Call Before You Dig 8-1-1 services.,,https://www.texas811.org,"[""Nonprofit - Incorporated""]"
11012,active,Texas Facilities Commission (TFC),,"Performs core operational services of planning and real estate management, facilities design and construction, and surplus property administration for over 100 state agencies that house over 60,000 state employees in 288 cities throughout Texas.",,https://www.tfc.state.tx.us/,"[""Government - State""]"
11014,active,Texas Funeral Service Commission (TFSC),,Regulates Texas death care industry.,,http://tfsc.texas.gov/,"[""Government - State""]"
11016,active,Texas Gas Service - Central Texas,Southern Union Gas Company,Provides natural gas services in Central Texas.,,http://txgas.com,"[""Commercial""]"
11017,active,Texas General Land Office (GLO),,"Manages state lands, operates historic landmarks, such as the Alamo, provides aid to Texans recovering from natural disasters, assists in funding Texas public education, provides benefits to Texas veterans, and manages the Texas coast.",,https://www.glo.texas.gov/,"[""Government""]"
11019,active,Texas Guardianship Association,,"Provides education to professional, family, and volunteer guardians in the basics and practices of guardianship. Serves the public with information about guardianship in Texas.",,http://texasguardianship.org,"[""Nonprofit - Incorporated""]"
11023,active,Texas Harm Reduction Alliance,,"Provides methods to reduce the harmful consequences of substance use and misuse in Texas through harm reduction services, training and advocacy.",info@harmreductionTX.org,https://www.harmreductiontx.org/,"[""Nonprofit - Incorporated""]"
11024,active,Texas Health and Human Services Commission (HHSC),DADS,"Administers state benefits such as: Medicaid, Children's Health Insurance Program (CHIP), Temporary Assistance for Needy Families (TANF), and Supplemental Nutrition Assistance Program (SNAP).Delivers health and human services through the following agencies and departments: Texas Health and Human Services, Internal Audit, Office of Inspector General, Department of Family and Protective Services (DFPS), and Department of State Health Services (DSHS).Also responsible for the 2-1-1 Texas Information and Referral Network (TIRN) and Disaster Assistance. Individuals need to go through apply for disaster help through FEMA and once they are approved by FEMA, they should receive the $750 after a couple of weeks. If recipients do not receive it in a couple of weeks, they can contact HHSC Other Needs Assistance to check on payment status.",,https://hhs.texas.gov,"[""Government - State""]"
11033,active,Texas Heart Institute,Heart Institute,"Provides research, education and patient care on cardiovascular disease.",,https://www.texasheart.org,"[""Nonprofit - Incorporated""]"
11034,active,Texas Higher Education Coordinating Board (THECB),,"Provides leadership and coordination for the Texas higher education system and promotes access, affordability, quality, success, and cost efficiency.",,http://www.thecb.state.tx.us,"[""Government - State""]"
11036,active,Texas Historical Commission (THC),,"Protects and preserves the state's historic and prehistoric resources for the use, education, enjoyment and economic benefit of Texans.",,http://www.thc.texas.gov/,"[""Government - State""]"
11037,active,Texas Home Educators,,Educates on homeschooling and partners with local organizations in need of support with regards to training and events. Provides an umbrella organization to assist individual families and local home-schooling groups come together for events.,,https://texashomeeducators.org/,"[""Nonprofit - Incorporated""]"
11039,active,Texas Home School Coalition Association,THSC,Advocates for the rights of parents who home school their children.,,https://www.thsc.org/,"[""Nonprofit - Incorporated""]"
11040,active,Texas Homeless Network (THN),,"Works to end homelessness in Texas by collaborating with communities across the state to build systems to achieve this goal. Coordinates local and national advocacy efforts, data collection and research, and hosts an annual statewide conference. Serves as the host agency for the Texas Balance of State Continuum of Care (CoC) which assists in the coordination of programs and funding.",,https://www.thn.org,"[""Nonprofit - Incorporated""]"
11042,active,Texas House of Representatives,THR,Provides a House of Representatives for the State of Texas for the lower house of the bicameral Texas Legislature. It consists of 150 members who are elected from single-member districts for a term of 2 years.,,http://www.house.state.tx.us,"[""Government - State""]"
11044,active,Texas Housers,"Texas Low Income Housing Information Service, TxLIHIS",Maintains an interactive website to provide housing resources.,,https://texashousers.org/,"[""Nonprofit - Incorporated""]"
11047,active,Texas Humane Heroes,"TXHH, CenTex Humane Society, Second Chance Adoption Center, Williamson County Humane Society, Humane Society of Williamson County","Maintains a no-kill animal shelter.Provides cat and dog adoptions for the public.Offers low-cost spay/neuter services, vaccinations, and micro-chipping for pets.",,https://humaneheroes.org/,"[""Nonprofit - Incorporated""]"
11049,active,Texas Inmate Families Association (TIFA),,"Provides support, education, and advocacy for family and friends of people who are incarcerated.",,https://www.tifa.org,"[""Nonprofit - Incorporated""]"
11051,active,Texas International Education Consortium,TIEC,"Works with 31 public universities in Texas on various international education projects and university programs. Operates the Texas Intensive English Program (TIEP), which provides English as a second language instruction to international students.",,https://www.tiec.org,"[""Nonprofit - Incorporated""]"
11053,active,Texas Juvenile Justice Department (TJJD),Texas Youth Commission; TYC; Texas Juvenile Probation Commission; TJPC,"Supports and enhances juvenile probation services throughout the state by providing funding, technical assistance, and training; establishing and enforcing standards; collecting, analyzing and disseminating information; and facilitating communications between state and local entities.",,http://www.tjjd.texas.gov,"[""Government - State""]"
11055,active,Texas Legal,"TLPP, Texas Legal Protection Plan",Serves as a nonprofit legal benefits program open to any Texan. Allows members who pay fees to cover legal expenses the same way health insurance covers medical expenses.,smith@tlpp.org,https://www.tlpp.org,"[""Nonprofit""]"
11056,active,Texas Legal Services Center (TLSC),,"Provides legal representation, advice, advocacy, and education at no cost to underserved people across the state.",,https://www.tlsc.org,"[""Nonprofit - Incorporated""]"
11057,active,Texas Legislative Council (TLC),,Serves as a nonpartisan information and research resource for the Texas Legislature.,,https://tlc.texas.gov/,"[""Government - State""]"
11059,active,Texas Medicaid and Healthcare Partnership (TMHP),,Administers Texas Medicaid and other state health-care programs on behalf of the Texas Health and Human Services Commission.,,http://www.tmhp.com,"[""Government - State""]"
11060,active,Texas Medical Board (TMB),Texas State Board of Medical Examiners (TSBME),"Provides state licensure of medical doctors, physician assistants, acupuncturists, medical radiological technologists, non-certified radiologic technicians, respiratory care practitioners, medical physicists, and perfusionists. Consumers may register complaints about any of these licensed professionals in Texas.",,http://www.tmb.state.tx.us,"[""Government - State""]"
11062,active,Texas Mentor Network,The Mentor Network,,,https://www.tx-mentor.com,"[""None or unknown""]"
11063,active,Texas Military Department (TMD),Texas Army National Guard; Texas Air National Guard; Texas State Guard; Texas Military Forces,Provides the Governor and the President with ready forces in support of state and federal authorities at home and abroad.,,https://tmd.texas.gov/,"[""Government""]"
11065,active,Texas National Guard Family Support Foundation,TNGFSF,Works to support the needs of Texas National Guard service members and their families during both peace and wartime.,,https://www.txngfoundation.org,"[""Nonprofit - Incorporated""]"
11067,active,Texas Network of Youth Services,TNOYS,"Serves as a network of members working to improve, support, and protect critical services for youth and families in crisis by advocating for public policies that benefit young people in at-risk situations, providing relevant professional development and program support services, and developing partnerships with youth.",,https://www.tnoys.org,"[""Nonprofit - Incorporated""]"
11069,active,Texas Nurses Association (TNA),TX Nurses Association,"Provides a statewide, membership-based association of registered nurses (RNs).",,https://www.texasnurses.org,"[""Nonprofit - Incorporated""]"
11071,active,Texas Office of Attorney General (OAG),,"Enforces state consumer protection laws, collects court-ordered child support and administers the Crime Victims' Compensation Fund.",,https://www.oag.state.tx.us,"[""Government""]"
11072,active,Texas Office of Consumer Credit Commissioner (OCCC),,"Regulates the credit industry and educates consumers and creditors. Agency efforts help produce a fair, lawful, and healthy credit environment for social and economic prosperity in Texas.",,https://occc.texas.gov,"[""Government - State""]"
11073,active,Texas Office of Public Utility Counsel (OPUC),,"Represents residential and small commercial consumers in electric, telecommunications, and water and wastewater utility matters that come before the Public Utility Commission of Texas (PUC), the Texas Commission on Environmental Quality (TCEQ), the Electric Reliability Council of Texas (ERCOT), and the courts.",,http://opuc.texas.gov,"[""Government - State""]"
11077,active,Texas Optometry Board,,Serves as the main regulatory agency for optometrists.,,https://www.tob.state.tx.us,"[""Government - State""]"
11078,active,Texas Organ Sharing Alliance (TOSA),South Texas Organ Bank Inc.,Conducts community outreach and education as well as provides organ donation and recovery services to families of donors and those waiting for a life-saving organ transplant in 56 counties in Central and South Texas.,,https://www.txorgansharing.org,"[""Nonprofit - Incorporated""]"
11084,active,Texas Paralyzed Veterans of America (PVA),"Paralyzed Veterans of America, Texas Chapter","Helps members and their families, veterans, and all people with disabilities with accessibility issues, civil rights, Veterans Affairs benefits, transportation issues, and new laws to enhance the lives of people with disabilities.",,https://www.texaspva.org,"[""Nonprofit - Incorporated""]"
11085,active,Texas Parent to Parent (TXP2P),,"Provides parent-to-parent support, resource referral, and education to families with children who have disabilities, chronic illness and/or special health care needs.",,https://www.txp2p.org,"[""Nonprofit - Incorporated""]"
11086,active,Texas Parks and Wildlife Department (TPWD),,"Provides outdoor recreational opportunities by managing and protecting wildlife and wildlife habitat, as well as acquiring and managing parklands and historic areas.",,http://tpwd.texas.gov/,"[""Government - State""]"
11088,active,Texas Poison Center Network (TPCN),,"Provides emergency hotline information and referral services to citizens who suspect they have been exposed to toxic substances, or may have had adverse reactions to food, plants, or insect stings. Administered by the Commission on State Emergency Communications (CSEC).",,http://www.poisoncontrol.org/,"[""Government - State""]"
11089,active,Texas Pregnancy Care Network,,Assists organizations that promote a woman's physical and mental well-being during her pregnancy. Provides information and referral on services to assist women experiencing a crisis pregnancy.,,http://www.texaspregnancy.org,"[""Nonprofit - Incorporated""]"
11092,active,Texas Radiological Society,,The Texas State chapter of the American College of Radiology.,,https://www.txrad.org,"[""Nonprofit - Incorporated""]"
11094,active,"Texas Ramp Project, The",TX Ramps,"Provides assistance through volunteers to build free wheelchair ramps for low-income older adults and individuals who are disabled. Works with local cities, social services organizations, and hospitals to identify clients who need a ramp.",,https://www.texasramps.org,"[""Nonprofit - Incorporated""]"
11095,active,Texas Real Estate Commission,TREC,Acts as the main regulatory agency for the real estate industry in Texas. Responsible for licensing real estate service providers in Texas to ensure they are qualified to advise consumers about these transactions.,,http://www.trec.state.tx.us/,"[""Government - Federal""]"
11096,active,Texas Restaurant Association,,"Promotes the foodservice industry and food safety through education, research and training. Provides resources, programs, products, services, and advocacy to support the industry.",,https://www.txrestaurant.org/,"[""Nonprofit - Incorporated""]"
11097,active,Texas Retired Teachers Foundation,,Provides financial support for retired and current educators in the state of Texas.,,,"[""Government - Provincial""]"
11099,active,"Texas Rio Grande Legal Aid, Inc","Texas C Bar, Texas Community Building With Attorney Resources",Works to improve the quality of life for low-income populations in Texas by providing pro bono business law resources to nonprofits and microentrepreneurs.,,https://www.trla.org/nonprofits,"[""Nonprofit - Incorporated""]"
11105,active,Texas RioGrande Legal Aid (TRLA) - Austin,Legal Aid of Central Texas; Texas Rural Legal Aid,Provides legal assistance.,,https://www.trla.org,"[""Nonprofit - Incorporated""]"
11108,active,Texas Rx Card,Texas Drug Card,Provides drug card to help with cost of prescriptions.,,https://www.texasdrugcard.com/,"[""Commercial""]"
11109,active,Texas School for the Blind and Visually Impaired,TSBVI,Serves as a special school in the continuum of statewide alternative placements for students with a visual impairment. Serves as a statewide training and materials resource to parents and to the professionals who serve these children.,,http://www.tsbvi.edu/,"[""Government - State""]"
11110,active,Texas School for the Deaf,"TSD, TX School for the Deaf","Provides a continuum of direct educational services to students, ages 0-21 years, who are deaf or hard of hearing and who may have multiple disabilities.",,http://www.tsd.state.tx.us,"[""Government - State""]"
11112,active,Texas Secretary of State,SOS,"Serves as Chief Election Officer for Texas, assisting county election officials and ensuring the uniform application and interpretation of election laws throughout Texas.",,https://www.sos.state.tx.us,"[""Government""]"
11113,active,Texas Senate,Texas State Senate; Senate of Texas,Makes statutory laws for the state of Texas through elected Senatorial members. Consists of the upper house of the Texas State Legislature.,,https://senate.texas.gov/,"[""Government - State""]"
11119,active,Texas State Affordable Housing Corporation,TSAHC,"Provides down payment assistance and mortgage tax credits to help low and moderate income families and individuals purchase a home. Helps Texans stay in their homes by partnering with organizations that provide home buyer education, financial education, foreclosure prevention and home repair programs.",,http://tsahc.org,"[""Nonprofit - Incorporated""]"
11120,active,Texas State Board of Dental Examiners (TSBDE),Dental Board,"Protects public health and safety and promotes safe dental care by providing enforcement, licensing, peer assistance, and related information services to licensees and their patients.",,https://www.tsbde.texas.gov,"[""Government - State""]"
11121,active,Texas State Board of Examiners of Psychologists,TSBEP,Authorized by state law to regulate the practice of psychology in the state of Texas.,,https://www.bhec.texas.gov/texas-state-board-of-examiners-of-psychologists/index.html,"[""Government""]"
11122,active,Texas State Board of Pharmacy (TSBP),,"Acts as the regulatory agency for the practice of pharmacy, the operation of pharmacies, and the distribution of prescription drugs.",,https://www.pharmacy.texas.gov/,"[""Government - State""]"
11123,active,Texas State Board of Podiatric Medical Examiners (TSBPME),,The Texas State Board of Podiatric Medical Examiners is the state agency responsible for licensing podiatric physicians and regulating podiatric medicine in Texas. Also processes complaints against licensed podiatrists.,,http://www.tsbpme.texas.gov,"[""Government - State""]"
11124,active,Texas State Board of Public Accountancy (TSBPA),,Serves as the main regulatory agency for the practice of public accountancy in Texas.,,http://www.tsbpa.state.tx.us,"[""Government""]"
11125,active,Texas State Board of Veterinary Medical Examiners,TSBVME,"The state agency responsible for the licensure of veterinarians, licensed veterinary technicians, and equine dental providers in Texas.",,http://www.veterinary.texas.gov,"[""Government""]"
11126,active,Texas State Law Library (SLL),,"Provides a state law library offering legal information and limited research assistance to the general public. Serves the legal research needs of the Texas Supreme Court, the Court of Criminal Appeals, the Office of the Attorney General, and other state agencies and commissions.",,https://www.sll.texas.gov,"[""Government - State""]"
11127,active,Texas State Library and Archives Commission,,"Provides barrier-free access to information services, archival resources, public records and library materials for Texas residents.",,https://www.tsl.texas.gov/,"[""Government - State""]"
11128,active,Texas State Preservation Board (TSPB),Bullock Texas State History Museum; Texas State History Museum,"Preserves and maintains the Texas Capitol, the Capitol Extension, the 1857 General Land Office Building, other designated buildings, their contents and their grounds; preserves and maintains the Texas Governor's Mansion; and operates the Bullock Texas State History Museum and the Texas State Cemetery.",Webmaster@tspb.texas.gov,http://www.tspb.state.tx.us/,"[""Government""]"
11130,active,Texas State Securities Board,,"Provides a variety of investment fraud services and resources for the protection of Texas investors. Regulates the securities industry in Texas and is responsible for administering and enforcing the Texas Securities Act. Seeks to encourage capital formation, job formation, free and competitive securities markets and minimize burdens on issuers and persons subject to the Act, especially small businesses.",,https://www.ssb.texas.gov/,"[""Government - State""]"
11134,active,Texas State University,Southwest Texas State University; SWT; TSU; TX State,Provides higher education services at a public university offering undergraduate and graduate degrees.,,https://www.txstate.edu,"[""Special District""]"
11135,active,Texas State University Small Business Development Center,SBDC,Provides services for small business development.,sbdc@txstate.edu,https://sbdc.mccoy.txstate.edu,"[""Special District""]"
11154,active,Texas Veterans Commission (TVC),,"Offers services in claims representation, employment services, and veteran education programs.",,https://www.tvc.texas.gov,"[""Government""]"
11157,active,Texas Veterinary Medical Association (TVMA),,Serves as a professional association for veterinarians in the state of Texas.,,https://www.tvma.org,"[""Nonprofit - Incorporated""]"
11158,active,Texas VFW Foundation,"Department of Texas; Veterans of Foreign Wars Foundation, Inc.","Provides basic needs assistance to qualifying veterans, spouses, dependent children, dependent parents and surviving spouses.",,https://www.texasvfw.org/foundation,"[""Nonprofit - Incorporated""]"
11159,active,Texas Water Development Board (TWDB),,Provides information about creating a personal disaster plan.,,https://www.TexasFlood.org,"[""Government""]"
11163,active,Texas Workforce Commission (TWC),UI; TEC,Oversees and provides workforce development services to employers and job seekers of Texas. Strengthens the Texas economy by providing the workforce development component of the Governor's economic development strategy.,,https://twc.texas.gov/,"[""Government - State""]"
11165,active,Texas-New Mexico Power (TNMP),,"Delivers power, maintain and read meters, and construct and maintain power lines in Texas for parts of the Gulf Coast, North Central, and West Texas.",,http://www.tnmp.com,"[""Commercial""]"
11167,active,Texhealth Central Texas,"Tex Health Central Texas, Texas Health Central Texas",Provides low cost health insurance programs for small businesses,texhealth@gmail.com,https://www.texhealthct.org,"[""Nonprofit - Incorporated""]"
11177,active,Text4baby,,Provides pregnancy support services through text.,,https://www.text4baby.org/,"[""None or unknown""]"
11178,active,TexVet,,"Provides a website focused on making it easier for military members and their families to find help.TexVet is also a forum for collaboration between government agencies, private organizations, and businesses that are serving and supporting the military, their families, and their communities.",,http://www.texvet.org,"[""Nonprofit - Incorporated""]"
11186,active,The Assistance Fund (TAF),,"Provides financial assistance for copays, coinsurance, deductibles, and other health-related expenses.",,https://tafcares.org/,"[""Nonprofit - Incorporated""]"
11221,active,"The Mane Thing, LLC",,,kristen.damon@themanethingllc.com,https://themanethingllc.com,"[""Commercial""]"
11224,active,The Other One's Foundation,TOOF,"Transitions Austin's homeless neighbors into an engaged community through shelter, opportunity, and support.",,http://toofound.org/,"[""Nonprofit - Incorporated""]"
11252,active,The Trevor Project,,"Provides crisis intervention and suicide prevention services to lesbian, gay, bisexual, transgender, and questioning (LGBTQ+) young people under 25 years old.",,https://www.thetrevorproject.org/,"[""Nonprofit - Incorporated""]"
11258,active,The Warrior Connection,"Warrior Connection, TWC",Provides residential retreats and services to veterans and their families.,,https://warriorconnection.org,"[""Nonprofit - Incorporated""]"
11272,active,"Thinkery, The",Austin Children's Museum; The Thinkery at the Meredith Learning Lab,Operates a children's museum.,,http://thinkeryaustin.org,"[""Nonprofit - Incorporated""]"
11276,active,Thomas Wright Ministries,Shoreline East,Provides basic needs assistance.,,https://www.shoreline.net,"[""Nonprofit - Unincorporated""]"
11279,active,Threads of Hope,,Provides outpatient mental health care from a faith-sensitive perspective.,,https://www.threadsofhopetx.org,"[""Nonprofit - Incorporated""]"
11308,active,TIRN Documents,,"Hosts TIRN documents, including AIC and staff directories, Resource Management guides, etc.",,,"[""None or unknown""]"
11309,active,TIRN Program At Site Training Agency,,For training purposes regarding program at site.,,,"[""Nonprofit - Incorporated""]"
11321,active,TMF Health Quality Institute,Texas Medical Foundation,"Promotes quality health care through contracts with federal, state and local governments and private organizations. Serves as the Texas Center for Medicare & Medicaid Services' Quality Improvement Organization.",solutions@tmf.org,http://www.tmf.org,"[""Nonprofit - Incorporated""]"
11322,active,T-Mobile,,Provides internet services.,,https://t-mobile.com,"[""Commercial""]"
11327,active,Todos Juntos Learning Center,,"Uses a three-pronged approach to combat intergenerational poverty among Austin's non-English speaking residents with low-icome. Combines early childhood education programming, adult English as a Second Language (ESL) instruction, and culturally appropriate parenting and life skills education.",,https://todosjuntoslc.org,"[""Nonprofit - Incorporated""]"
11343,active,Tourette Association - Texas Chapter,"Tourette Texas, Tourette Syndrome Association of Texas","Provides direct services, education, referral, support groups, advocacy, and more for individuals affected with Tourette Syndrome.",,https://www.tourettetexas.org,"[""Nonprofit - Incorporated""]"
11356,active,Tragedy Assistance Program for Survivors,TAPS,"Provides casework, education, grief counseling, and other services to those who grieving the loss of a loved one who died while serving in the Armed Forces or as a result of his or her service.",,,"[""Nonprofit - Incorporated""]"
11365,active,Trans Lifeline,,"Works to end transgender suicide and improve overall mental health of transgender people through education, advocacy, and direct service.",,http://www.translifeline.org/,"[""Nonprofit - Incorporated""]"
11368,active,Transformance USA - Austin,"CCCS, Consumer Credit Counseling Services of Greater Dallas - Greater Austin Branch",Provides low-cost financial literacy services in the Greater Austin Area.This is a branch office of Consumer Credit Counseling Service of Greater Dallas.,,https://www.transformanceusa.org,"[""Nonprofit - Incorporated""]"
11370,active,Transgender American Veterans Association,,"Engages with  members, governmental agencies, other advocacy groups, media and the public in order to ensure  members receive full services and dignified treatment by promoting the values of equality, fairness and respect on behalf of members and provide a supportive community for Veterans who identify under the Transgender Umbrella.",,https://www.transveteran.org,"[""Nonprofit - Incorporated""]"
11379,active,Transportation Security Administration (TSA),US Department of Homeland Security (DHS),Accesses intelligence and threats related to transportation security to protect U.S. transportation systems and the traveling public.,,https://www.tsa.gov,"[""Government - Federal""]"
11382,active,"Travis Association for the Blind, Inc.",Austin Lighthouse for the Blind; TAB,Provides employment services for adults with and without visual impairment. Provides additional services for adults with visual impairment.,,https://www.austinlighthouse.org,"[""Nonprofit - Incorporated""]"
11383,active,Travis County Adult Probation,Travis County CSR; Travis County Community Supervision and Corrections Department,Supervises adults on court-ordered probation in Travis County.Operates a drug diversion court and veterans court.,,https://www.traviscountytx.gov/adult-probation,"[""Government - County""]"
11384,active,Travis County Attorney's Office,,Advises Travis County elected official regarding their official duties. Prosecutes misdemeanor crimes filed in Travis County. Obtains protective orders for survivors of domestic violence. Coordinates involuntary commitments in certain circumstances.,,https://www.traviscountytx.gov/county-attorney,"[""Government - County""]"
11385,active,Travis County Brown Santa,Christmas Assistance (Blue and Brown Santa); Christmas Bureau of Austin and Travis County,"Provides holiday assistance for Travis County residents living outside Austin, Pflugerville, Cedar Park, and Leander city limits.Brown Santa is a community service program of the Travis County Sheriff's Office.",rebecca@brownsanta.org,https://brownsanta.org,"[""Nonprofit - Incorporated""]"
11386,active,Travis County Clerk's Office,,"Serves as clerk of the county court and commissioners court. Provides court records, election services, licensing and recording services for Travis County.",,https://countyclerk.traviscountytx.gov/,"[""Government - County""]"
11387,active,Travis County Constables,,"Provides law enforcement services for Travis County, including county-wide jurisdiction in civil and criminal matters.",,https://www.traviscountytx.gov/constables,"[""Government - County""]"
11388,active,Travis County Counseling and Education Services (TCCES),,Provides assessment and rehabilitative programs for Travis County adults and juveniles.,,http://traviscountytx.gov/counseling-education,"[""Government - County""]"
11389,active,Travis County Department of Communications and Records Services,Travis County Granger Law Library; Travis County Archives; Travis County RMCR; Travis County Department of Records Management and Communication Resources,Handles telephone and in-person inquiries about county services at the county information booth. Offers the Travis County Law Library. Produces the Travis County Television (TCTV) channel. Maintains the Travis County Archives.,,https://lawlibrary.traviscountytx.gov/,"[""Government - County""]"
11390,active,Travis County Department of Emergency Services,TCDES,"Oversees the Offices of Emergency Management, Fire Marshal, and Medical Examiner.",,,"[""Government - County""]"
11391,active,Travis County Development Services,,Provides building permits for developments located outside of city limits in Travis County.,,https://www.traviscountytx.gov/tnr/permits,"[""Government - County""]"
11392,active,Travis County District Attorney's Office,,Represents the state and victims of crime in the prosecution of felony and juvenile offenses committed in Travis County. Represents the Texas Department of Family and Protective Services in civil suits affecting parental rights.,,https://www.traviscountytx.gov/district-attorney,"[""Government - County""]"
11393,active,Travis County District Clerk's Office,,"Serves as the office of record for all proceedings heard in district court.Manages juries for the District, County Court at Law, Justice of the Peace, and Austin Municipal Courts.Serves as a passport acceptance agency.",,https://www.traviscountytx.gov/district-clerk,"[""Government - County""]"
11394,active,Travis County Domestic Relations Office,Travis County Family Relations Office; DRO,"Handles specific areas of Family Law on behalf of the Travis County District Courts. Collects and disburses child support payments in Travis County. Provides cooperative parenting classes, visitation assistance, and the Kids Exchange Network.",,https://www.traviscountytx.gov/dro,"[""Government - County""]"
11395,active,Travis County Drug Diversion Court,,"Offers a non-traditional court for individuals charged with drug related offenses, providing treatment and support services for the program participants.",,https://www.traviscountytx.gov/courts/criminal/drug-courts,"[""Government""]"
11396,active,Travis County Health and Human Services,,"Operates seven community centers providing a range of resources, such as: basic needs assistance, social work services, senior lunches, and weatherization and home repair.",centralaustin@traviscountytx.gov,https://www.traviscountytx.gov/health-human-services,"[""Government - County""]"
11397,active,Travis County Housing Finance Corporation,,Provides home ownership opportunities in Travis County.,,https://corporations.traviscountytx.gov/homebuyers,"[""Government - County""]"
11398,active,Travis County Judge's Office,Travis County Courthouse; Office of the Travis County Judge; Travis County Commissioners Court; Travis County Commissioner's Court,Serves as the County Judge for Travis County.,,https://www.traviscountytx.gov/commissioners-court/county-judge,"[""Government - County""]"
11399,active,Travis County Justice Planning Department,Travis County Criminal Justice Planning (former name),Supports the Travis County Commissioners Court by providing data analysis and planning and implementing initiatives to reduce crime and improve public safety. Serves adults who are currently or were formerly involved in the justice system to promote reentry in the county.,,http://traviscountytx.gov/criminal-justice/research-planning,"[""Government - County""]"
11400,active,Travis County Justices of the Peace,Travis County JP,Provides Justice of the Peace services for Travis County.,,https://www.traviscountytx.gov/justices-of-peace/,"[""Government - County""]"
11401,active,Travis County Juvenile Probation Department,,"Provides for public safety while addressing the needs of for juvenile offenders, families, and victims of crime in Travis County.",,https://www.traviscountytx.gov/juvenile-court,"[""Government - County""]"
11402,active,Travis County Juvenile Public Defender,,Provides legal representation for juveniles who have been accused and asked to appear in juvenile court.,,https://www.traviscountytx.gov/juvenile-public-defender,"[""Government - County""]"
11403,active,Travis County Law Library and Self-Help Center,Travis County Granger Law Library,Helps the Travis County community access legal information to help the courts advance fairness and equality in the justice system.,ReferenceMaterial@traviscountytx.gov,https://lawlibrary.traviscountytx.gov/,"[""Government - County""]"
11404,active,Travis County Mental Health Public Defender Office,Travis County MHPD,Serves the needs of persons with mental illness in the criminal justice system.,,https://www.traviscountytx.gov/criminal-justice/mental-health-public-defender,"[""Government - County""]"
11405,active,Travis County Office of Child Representation,Office of Child Representation; OCR,Provides legal representation and case management for children who are involved in Child Protective Services cases.,,https://www.traviscountytx.gov/criminal-justice/child-representation,"[""Government - County""]"
