Agency_Id,Site_Id,Site_CreateFormsetDeploymentId,Site_EditAccountId,Site_EditPortalId,Site_EditFormsetDeploymentId,Site_CreateStamp,Site_EditStamp,Site_AuditStamp,Site_Status,SiteSystem_ContentBlock13,SiteSystem_Name,SiteSystem_Aka,SiteSystem_Fax,SiteCustom_FaxNumberDetails,SiteCustom_TddPhoneNumber,SiteCustom_TddPhoneNumberDetails,SiteSystem_Websiteurl,SiteSystem_EmailAddress,SiteSystem_AdaAccess,SiteCustom_HoursOfOperation,SiteSystem_PhoneMain,SiteCustom_MainPhoneName,SiteCustom_MainPhoneDescription,SiteCustom_PhoneNumber2,SiteCustom_PhoneNumber2Name,SiteCustom_PhoneNumber2Description,SiteCustom_PhoneNumber3,SiteCustom_PhoneNumber3Name,SiteCustom_PhoneNumber3Description,SiteCustom_PhoneNumber4,SiteCustom_PhoneNumber4Name,SiteCustom_PhoneNumber4Description,SiteAddressus_SiteAddressus_id,SiteAddressus_SiteAddressus_address_1,SiteAddressus_SiteAddressus_address_2,SiteAddressus_SiteAddressus_city,SiteAddressus_SiteAddressus_county,SiteAddressus_SiteAddressus_state,SiteAddressus_SiteAddressus_zip,SiteAddressus_SiteAddressus_country,SiteAddressus_SiteAddressus_notes,SiteAddressus_SiteAddressus_latitude,SiteAddressus_SiteAddressus_longitude,SiteAddressus_MailingAddress_id,SiteAddressus_MailingAddress_address_1,SiteAddressus_MailingAddress_address_2,SiteAddressus_MailingAddress_city,SiteAddressus_MailingAddress_county,SiteAddressus_MailingAddress_state,SiteAddressus_MailingAddress_zip,SiteAddressus_MailingAddress_country,SiteAddressus_MailingAddress_notes,SiteAddressus_MailingAddress_latitude,SiteAddressus_MailingAddress_longitude,SiteOption_Status,SiteSystem_SiteStaffNotes,SiteOption_RecordOwner,SiteSystem_DataSourceCode,SiteCustom_ExcludeFromDirectory,SiteCustom_PreferredProvider,SiteCustom_LastVerifiedOn,SiteCustom_LastVerifiedTitle,SiteSystem_EditNotes,SiteSystem_StaffNotes,SiteCustom_TemporaryMessage,SiteCustom_TemporaryMessageStart,SiteCustom_TemporaryMessageEnd,SiteCustom_EnteredOn,SiteSystem_DateOfLastCompleteUpdate,SiteSystem_LastEditDate,SiteCustom_MadeInactiveOn
10980,30033,150,25,1,150,2023-08-30 19:19:46,2023-08-31 16:38:08,,active,,Levelland Office,,,,,,,,Location is accessible to people with disabilities,,806-897-4240,Levelland Office,,,,,,,,,,,120130,904 8th St,,Levelland,Hockley,TX,79336,US,,33.55416,-102.384,120129,904 8th St,MC 2081,Levelland,,TX,79336,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/06,,2021/12/21,
10980,30034,150,25,1,150,2023-08-30 19:19:46,2023-08-31 16:38:08,,active,,Lake Worth Office,,,,,,,,Location is accessible to people with disabilities,,817-237-9488,Lake Worth Office,,,,,,,,,,,120134,3800 Adam Grubb,Ste 300,Lake Worth,Tarrant,TX,76135,US,,32.824816,-97.453114,120133,3800 Adam Grubb,Ste 300 - MC 3503,Lake Worth,,TX,76135,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,edited - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/07,,2021/12/21,
10980,30035,150,25,1,150,2023-08-30 19:19:46,2023-08-31 16:38:08,,active,,Pearsall Office,,,,,,,,Location is accessible to people with disabilities,,830-334-3395,Pearsall Office,,,,,,,,,,,120138,1009 N Oak,,Pearsall,Frio,TX,78061,US,,28.893714,-99.095393,120137,1009 N Oak,MC 2571,Pearsall,,TX,78061,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/21,
10980,30036,150,25,1,150,2023-08-30 19:19:47,2023-08-31 16:38:08,,active,,Mount Pleasant Office,,,,,,,,Location is accessible to people with disabilities,,903-572-3483,Mount Pleasant Office,,,,,,,,,,,120142,303 E 11th St,,Mount Pleasant,Titus,TX,75455,US,,33.157131,-94.968732,120141,303 E 11th St,MC 2411,Mount Pleasant,,TX,75455,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/12,,2021/12/21,
10980,30037,150,25,1,150,2023-08-30 19:19:47,2023-08-31 16:38:08,,active,,Linden Office,,,,,,,,Location is accessible to people with disabilities,,903-756-5551,Linden Office,,,,,,,,,,,120146,213 N Hwy 8,Temple Bldg,Linden,Cass,TX,75563,US,,33.00624,-94.36746,120145,213 N Hwy 8,MC 2101,Linden,,TX,75563,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/12,,2021/12/21,
10980,30038,150,25,1,150,2023-08-30 19:19:47,2023-08-31 16:38:08,,active,,Marshall Office,,,,,,,,Location is accessible to people with disabilities,,903-938-7751,Marshall Office,,,,,,,,,,,120150,4105 Victory Dr,,Marshall,Harrison,TX,75672,US,,32.536002,-94.350756,120149,4105 Victory Dr,MC 2271,Marshall,,TX,75672,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/12,,2021/12/21,
10980,30039,150,25,1,150,2023-08-30 19:19:47,2023-08-31 16:38:09,,active,,Livingston Office,,,,,,,,Location is accessible to people with disabilities,,936-327-5715,Livingston Office,,,,,,,,,,,120154,1225 W Church St,,Livingston,Polk,TX,77351,US,,30.57717,-94.68621,120153,1225 W Church St,MC 2121,Livingston,,TX,77351,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/13,,2021/12/21,
10980,30040,150,25,1,150,2023-08-30 19:19:48,2023-08-31 16:38:09,,active,,Liberty Office,,,,,,,,Location is accessible to people with disabilities,,936-336-7283,Liberty Office,,,,,,,,,,,120158,1405 Monta St,,Liberty,Liberty,TX,77575,US,,30.067839,-94.789652,120157,1405 Monta St,MC 8411,Liberty,,TX,77575,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/13,,2021/12/21,
10980,30041,150,25,1,150,2023-08-30 19:19:48,2023-08-31 16:38:09,,active,,Mineral Wells Office,,,,,,,,Location is accessible to people with disabilities,,940-325-6959,Mineral Wells Office,,,,,,,,,,,120162,4113B Hwy 180 E,,Mineral Wells,Palo Pinto,TX,76067,US,,32.82678,-98.09718,120161,4113B Hwy 180 E,MC 2753,Mineral Wells,,TX,76067,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2021/12/21,
10980,30042,150,25,1,150,2023-08-30 19:19:48,2023-08-31 16:38:09,,active,,Seymour Office,,,,,,,,Location is accessible to people with disabilities,,940-888-1855,Seymour Office,,,,,,,,,,,120166,115 W Morris St,,Seymour,Baylor,TX,76380,US,,33.59112,-99.25722,120165,PO Box 792,MC 2961,Seymour,,TX,76380,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/06,,2021/12/21,
10980,30043,150,25,1,150,2023-08-30 19:19:49,2023-08-31 16:38:09,,active,,McAllen Office,,,,,,,,Location is accessible to people with disabilities,,956-682-1301,McAllen Office,,,,,,,,,,,120170,1919 Austin Ave,,McAllen,Hidalgo,TX,78501,US,,26.214223,-98.235045,120169,1919 Austin Ave,MC 2221,McAllen,,TX,78501,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/21,
10980,30044,150,25,1,150,2023-08-30 19:19:49,2023-08-31 16:38:09,,active,,Laredo - N Arkansas Office,,,,,,,,Location is accessible to people with disabilities,,956-725-5195,Laredo - N Arkansas Office,,,,,,,,,,,120174,1500 N Arkansas,,Laredo,Webb,TX,78043,US,,27.490948,-99.470814,120173,1500 N Arkansas,MC 2035,Laredo,,TX,78043,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,Web verified - MR 1/25/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/21,
10980,30045,150,25,1,150,2023-08-30 19:19:49,2023-08-31 16:38:09,,active,,Laredo - McPherson Rd Office,,,,,,,,Location is accessible to people with disabilities,,956-764-6040,Laredo - Foster Office,,,,,,,,,,,120178,4611 Foster,,Laredo,Webb,TX,78041,US,,27.548878,-99.491162,120177,4611 Foster,MC 2006,Laredo,,TX,78041,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/21,2021/12/21
10980,30046,150,25,1,150,2023-08-30 19:19:49,2023-08-31 16:38:09,,active,,Lewisville - Cain Dr Office,,,,,,,,Location is accessible to people with disabilities,,972-317-2818,Lewisville - Cain Dr Office,,,,,,,,,,,120182,1854 Cain Dr,,Lewisville,Denton,TX,75077,US,,33.046111,-96.993889,120181,1854 Cain Dr,MC 2654,Lewisville,,TX,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/21,,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/07,,2021/12/21,
10980,30047,150,25,1,150,2023-08-30 19:19:50,2023-08-31 16:38:09,,active,,Andrews Office,,,,,,,,Location is accessible to people with disabilities,,432-524-4111,Andrews Office,,,,,,,,,,,120186,801 N Main,Ste P,Andrews,Andrews,TX,79714,US,,32.324197,-102.550128,120185,801 N Main,Ste P - MC 3571,Andrews,,TX,79714,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/20,
10980,30048,150,25,1,150,2023-08-30 19:19:50,2023-08-31 16:38:09,,active,,Alpine Office,,,,,,,,Location is accessible to people with disabilities,,432-837-3338,Alpine Office,,,,,,,,,,,120190,500 W Ave H,Ste 104,Alpine,Brewster,TX,79830,US,,30.348326,-103.658453,120189,PO Box 1015,MC 3561,Alpine,,TX,79831,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/20,
10980,30049,150,25,1,150,2023-08-30 19:19:50,2023-08-31 16:38:09,,active,,Borger Office,,,,,,,,Location is accessible to people with disabilities,,806-274-2233,Borger Office,,,,,,,,,,,120194,301 W 6th St,Ste 401,Borger,Hutchinson,TX,79007,US,,35.67798,-101.41638,120193,PO Box 3369,MC 0398,Borger,,TX,79008,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/06,,2021/12/20,
10980,30050,150,25,1,150,2023-08-30 19:19:51,2023-08-31 16:38:09,,active,,Cleburne - Security Dr Office,,,,,,,,Location is accessible to people with disabilities,,817-760-5000,Cleburne - Security Dr Office,,,,,,,,,,,120198,1406 Security Dr,,Cleburne,Johnson,TX,76033,US,,32.3475,-97.3863,120197,1406 Security Dr,MC 0632,Cleburne,,TX,76033,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,web verified - MR 4/48/2019web verified - JC 11/28/2017,,,,2016/12/07,,2021/12/20,
10980,30051,150,25,1,150,2023-08-30 19:19:51,2023-08-31 16:38:09,,active,,Canton CPS Office,,,,,,,,Location is accessible to people with disabilities,,903-567-3609,Canton CPS Office,,,,,,,,,,,120202,400 E Hwy 243,Ste 10,Canton,Van Zandt,TX,75103,US,,32.551837,-95.870611,120201,400 E Hwy 243,Ste 10 - MC 0540,Canton,,TX,75103,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/12,,2021/12/20,
10980,30052,150,25,1,150,2023-08-30 19:19:51,2023-08-31 16:38:09,,active,,Bowie Office,,,,,,,,Location is accessible to people with disabilities,,940-872-6412,Bowie Office,,,,,,,,,,,120206,601 E Decatur St,Bldg A,Bowie,Montague,TX,76230,US,,33.56436,-97.83624,120205,601 E Decatur St,Bldg A - MC 0411,Bowie,,TX,76230,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/06,,2021/12/20,
10980,30053,150,25,1,150,2023-08-30 19:19:51,2023-08-31 16:38:09,,active,,Brownsville Office,,,,,,,,Location is accessible to people with disabilities,,956-546-5591,Brownsville Office,,,,,,,,,,,120210,1060 Mackintosh Dr,,Brownsville,Cameron,TX,78521,US,,25.9411,-97.448,120209,1060 Mackintosh Dr,MC 0468,Brownsville,,TX,78521,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2021/12/20,
10980,30054,150,25,1,150,2023-08-30 19:19:52,2023-08-31 16:38:09,,active,,Lewisville - Civic Circle Dr Office,,,,,,,,Location is accessible to people with disabilities,,972-221-3910,Lewisville - Civic Circle Dr Office,,,,,,,,,,,120214,190 Civic Circle Dr,,Lewisville,Denton,TX,75067,US,,33.077549,-97.04926,120213,198 Civic Circle Dr,MC 3501,Lewisville,,TX,75067,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/12/20,,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2021/12/20,
10980,30055,150,25,1,150,2023-08-30 19:19:52,2023-08-31 16:38:09,,active,,INACTIVE,San Antonio - Rivas St Office,,,,,,,,,210-438-6000,San Antonio - Rivas St Office,,,,,,,,,,,120218,3014 Rivas St,,San Antonio,Bexar,TX,78228,US,,29.462284,-98.57597,120217,3014 Rivas St,MC 0823,San Antonio,,TX,78228,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,4/16/2020 - this site has merged with the S Zarzamora site. The Rivas site is no longer in operation. AMK 4/16/2020 - looking into flag. AMK web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/14,,2019/04/08,2020/04/16
10980,30056,150,25,1,150,2023-08-30 19:19:52,2023-08-31 16:38:10,,active,,INACTIVE,,,,,,,,,,210-631-0120,San Antonio - N Main Office,,,,,,,,,,,120222,1123 N Main,,San Antonio,Bexar,TX,78212,US,,29.478611,-98.487222,120221,1123 N Main,MC 2805,San Antonio,,TX,78212,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,received email confirmation that office is closed - MKR 2/21/2020temporarily inactivating this site because the phone number does not work. submitted inquiry to dfps and awaiting update on new number or news that office has closed - MKR 2/20/2020web verified - MR 4/8/2019 web verified - JC 11/29/2017,,,,2016/12/14,,2019/04/08,2020/02/20
10980,30057,150,25,1,150,2023-08-30 19:19:53,2023-08-31 16:38:10,,active,,Dallas - N Westmoreland Rd Office,,,,,,,,,,214-331-7700,Dallas - N Westmoreland Rd Office,,,,,,,,,,,120226,1050 N Westmoreland Rd,Ste 200,Dallas,Dallas,TX,75211,US,,32.81622,-96.88866,120225,1050 N Westmoreland Rd,Ste 200 - MC 0903,Dallas,,TX,75211,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/07,,2019/04/08,2021/12/21
10980,30058,150,25,1,150,2023-08-30 19:19:53,2023-08-31 16:38:10,,active,,Stephenville Office,,,,,,,,,,254-965-2605,Stephenville Office,,,,,,,,,,,120230,2175 W South Loop,,Stephenville,Erath,TX,76401,US,,32.219444,-98.215133,120229,PO Box 1378,MC 3042,Stephenville,,TX,76401,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/04/08,2021/12/21
10980,30059,150,25,1,150,2023-08-30 19:19:53,2023-08-31 16:38:10,,active,,Houston - W North Loop Office,,,,,,,,,,713-293-1800,Houston - W North Loop Office,,,,,,,,,,,120234,1919 W North Loop,,Houston,Harris,TX,77008,US,,29.798838,-95.419186,120233,PO Box 16017,MC 1792,Houston,,TX,77222,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/13,,2019/04/08,2021/12/21
10980,30060,150,25,1,150,2023-08-30 19:19:53,2023-08-31 16:38:10,,active,,Houston - Murworth Office,,,,,,,,,,713-394-4000,Houston - Murworth Office,,,,,,,,,,,120238,2525 Murworth,,Houston,Harris,TX,77054,US,,29.684578,-95.398766,120237,PO Box 16017,MC 3622,Houston,,TX,77222,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/13,,2019/04/08,2021/12/21
10980,30061,150,25,1,150,2023-08-30 19:19:54,2023-08-31 16:38:10,,active,,Houston - Bryant Office,,,,,,,,,,713-943-5400,Houston - Bryant Office,,,,,,,,,,,120242,9333 Bryant,Ste 200,Houston,Harris,TX,77075,US,,29.62048,-95.26833,120241,PO Box 16017,MC 1702,Houston,,TX,77222,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/13,,2019/04/08,2021/12/21
10980,30062,150,25,1,150,2023-08-30 19:19:54,2023-08-31 16:38:10,,active,,Fort Worth - Southland Office,,,,,,,,,,817-335-5919,Fort Worth - Southland Office,,,,,,,,,,,120246,908 Southland,,Fort Worth,Tarrant,TX,76104,US,,32.730369,-97.318604,120245,908 Southland,MC 1295,Fort Worth,,TX,76104,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/07,,2019/04/08,2021/12/21
10980,30063,150,25,1,150,2023-08-30 19:19:54,2023-08-31 16:38:10,,active,,Weatherford - Texas Dr Office,,,,,,,,,,817-599-3084,Weatherford - Texas Dr Office,,,,,,,,,,,120250,1501 Texas Dr,Ste 200,Weatherford,Parker,TX,76086,US,,32.78971,-97.814409,120249,1501 Texas Dr,Ste 200 - MC 9431,Weatherford,,TX,76086,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/29/2017,,,,2016/12/08,,2019/04/08,2021/12/21
10980,30064,150,25,1,150,2023-08-30 19:19:55,2023-08-31 16:38:10,,active,,Seven Points Office,,,,,,,,,,903-432-0509,Seven Points Office,,,,,,,,,,,120254,210 E Cedar Creek Pkwy,,Seven Points,Henderson,TX,75143,US,,32.36604,-96.28668,120253,PO Box 43379,MC 2560,Seven Points,,TX,75143,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,verified via web - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/12,,2019/04/08,2021/12/21
10980,30065,150,25,1,150,2023-08-30 19:19:55,2023-08-31 16:38:10,,active,,Richardson Office,,,,,,,,,,972-744-4754,Richardson Office,,,,,,,,,,,120258,140 N Greenville Ave,,Richardson,Dallas,TX,75081,US,,32.949602,-96.708505,120257,PO Box 831078,MC 2672,Richardson,,TX,75083,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/08,Community Information Coordinator,,web verified - MR 4/8/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/04/08,2021/12/21
10980,30066,150,25,1,150,2023-08-30 19:19:55,2023-08-31 16:38:10,,active,,Hereford - E 3rd St Office,,,,,,,,,,806-364-1266,Hereford - E 3rd St Office,,,,,,,,,,,120262,307 E 3rd St,,Hereford,Deaf Smith,TX,79045,US,,34.823214,-102.400856,120261,307 E 3rd St,MC 1682,Hereford,,TX,79045,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,"Made inactive, office location is closed - MR 1/25/2019web verified - JC 11/28/2017",,,,2016/12/06,,2019/01/25,2019/01/25
10980,30067,150,25,1,150,2023-08-30 19:19:55,2023-08-31 16:38:10,,active,,Weatherford - Clear Lake Rd Office,,,,,,,,,,817-596-7502,Weatherford Office,,,,,,,,,,,120266,1950 Clear Lake Rd,,Weatherford,Parker,TX,76086,US,,32.78971,-97.814409,120265,1950 Clear Lake Rd,MC 3281,Weatherford,,TX,76086,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/29/2017,,,,2016/12/08,,2019/01/25,2021/12/21
10980,30068,150,25,1,150,2023-08-30 19:19:56,2023-08-31 16:38:10,,active,,Watauga Office,,,,,,,,,,817-605-4600,Watauga Office,,,,,,,,,,,120270,5117 Watauga Rd,,Watauga,Tarrant,TX,76137,US,,32.85857,-97.29037,120269,5117 Watauga Rd,MC 0914,Watauga,,TX,76137,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/01/25,2021/12/21
10980,30069,150,25,1,150,2023-08-30 19:19:56,2023-08-31 16:38:10,,active,,Sherman - Cottonwood Dr Office,,,,,,,,,,903-892-0580,Sherman - Cottonwood Dr Office,,,,,,,,,,,120274,902 Cottonwood Dr,,Sherman,Grayson,TX,75090,US,,33.641931,-96.609163,120273,902 Cottonwood Dr,MC 2651,Sherman,,TX,75090,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/01/25,2021/12/21
10980,30070,150,25,1,150,2023-08-30 19:19:56,2023-08-31 16:38:10,,active,,Rockwall Office,,,,,,,,,,972-771-6366,Rockwall Office,,,,,,,,,,,120278,1131 Yellowjacket Ln,,Rockwall,Rockwall,TX,75087,US,,32.89932,-96.41208,120277,1131 Yellowjacket Ln,MC 2752,Rockwall,,TX,75087,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/01/25,2021/12/21
10980,30071,150,25,1,150,2023-08-30 19:19:57,2023-08-31 16:38:10,,active,,Waxahachie Office,,,,,,,,,,972-937-0892,Waxahachie Office,,,,,,,,,,,120282,208 YMCA Dr,,Waxahachie,Ellis,TX,75165,US,,32.3778,-96.7901,120281,208 YMCA Dr,MC 3272,Waxahachie,,TX,75165,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/08,,2019/01/25,2021/12/21
10980,30072,150,25,1,150,2023-08-30 19:19:57,2023-08-31 16:38:10,,active,,Hempstead Office,,,,,,,,,,979-826-8214,Hempstead Office,,,,,,,,,,,120286,1739 13th St,,Hempstead,Waller,TX,77445,US,,30.07212,-96.08124,120285,1739 13th St,MC 8141,Hempstead,,TX,77445,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/01/25,Community Information Coordinator,,Web verified - MR 1/25/2019web verified - JC 11/28/2017,,,,2016/12/13,,2019/01/25,2021/12/21
10980,30073,150,25,1,150,2023-08-30 19:19:57,2023-08-31 16:38:11,,active,,Coleman Office,,,,,,,,,,325-625-4183,Coleman Office,,,,,,,,,,,120290,114 Needham,,Coleman,Coleman,TX,76834,US,,31.8336,-99.4155,120289,PO Box 999,MC 7481,Coleman,,TX,76834,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2017/11/28,Community Information Coordinator,,Removed from CPS program since it is no longer on website - MR 4/12/2019web verified - JC 11/28/2017,,,,2016/12/06,,2017/11/28,2021/12/20
10980,30074,150,25,1,150,2023-08-30 19:19:58,2023-08-31 16:38:11,,active,,Houston - 2223 W Loop 610 S Office,,,,,,,,,,713-940-5100,Houston - 2223 W Loop 610 S Office,,,,,,,,,,,120294,2223 W Loop 610 S,,Houston,Harris,TX,77027,US,,29.739405,-95.444381,120293,PO Box 16017,MC 1767,Houston,,TX,77222,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2016/12/13,,,,,,,2016/12/13,,2016/12/13,2021/12/21
10980,30075,150,25,1,150,2023-08-30 19:19:58,2023-08-31 16:38:11,,active,,INACTIVE,,,,,,,,,,713-940-5200,Houston - 2221 W Loop 610 S Office,,,,,,,,,,,120298,2221 W Loop 610 S,,Houston,Harris,TX,77027,US,,29.739405,-95.444381,120297,PO Box 16017,MC 1826,Houston,,TX,77222,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2016/12/13,,,,,,,2016/12/13,,2016/12/13,2017/11/29
10980,30076,150,25,1,150,2023-08-30 19:19:58,2023-08-31 16:38:11,,active,,Longview - N Eastman Rd Office,,,,,,,,,,903-753-0083,Longview - N Eastman Rd Office,,,,,,,,,,,120302,1750 N Eastman Rd,,Longview,Gregg,TX,75601,US,,32.523199,-94.733734,120301,1750 N Eastman Rd,MC 8471,Longview,,TX,75601,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2016/12/12,,,,,,,2016/12/12,,2016/12/12,2021/12/21
10980,30077,150,25,1,150,2023-08-30 19:19:58,2023-08-31 16:38:11,,active,,Sherman - Teague Dr Office,,,,,,,,,,903-267-4958,Sherman - Teague Dr Office,,,,,,,,,,,120306,1800 Teague Dr,Ste 404,Sherman,Grayson,TX,75090,US,,33.641931,-96.609163,120305,1800 Teague Dr,Ste 404 - MC 2657,Sherman,,TX,75090,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2016/12/08,,,,,,,2016/12/08,,2016/12/08,2021/12/21
10980,30078,150,25,1,150,2023-08-30 19:19:59,2023-08-31 16:38:11,,active,,Dumas Office,,,,,,,,,,806-935-4375,Dumas,,,,,,,,,,,120310,801 South Bliss,Ste 103,Dumas,Moore,TX,79029,US,,35.863463,-101.966601,120309,801 South Bliss,Ste 103 - MC 3861,Dumas,,TX,79029,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2016/12/06,,,web verified - JC 11/28/2017,,,,2016/12/06,,2016/12/06,2021/12/21
10980,30079,150,40,1,122,2023-08-30 19:19:59,2023-11-27 16:29:02,,active,,Amarillo Office,,,,,,,,Location is accessible to people with disabilities,,806-358-6211,Amarillo Office,,806-354-5307,Child Care Regulation Phon,,,,,,,,120314,3521 SW 15th Ave,,Amarillo,Potter,TX,79102,US,,35.19893,-101.87556,120313,3521 SW 15th Ave,MC 0051,Amarillo,,TX,79102,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/11/27,,"Web verified, previous contact Richard.Zimmerman@dfps.state.tx.us - MR 1/25/2019web verified - JC 11/28/2017",,,,,2016/12/06,,2022/11/15,
